name,ACH-000159,ACH-000189,ACH-000234,ACH-000246,ACH-000250,ACH-000262,ACH-000272,ACH-000313,ACH-000317,ACH-000375,ACH-000385,ACH-000411,ACH-000433,ACH-000484,ACH-000495,ACH-000600,ACH-000649,ACH-000684,ACH-000709,ACH-000792,ACH-000907,ACH-001163,ACH-001194,ACH-001310,ACH-001398,ACH-001532,ACH-001687,ACH-001688,ACH-002150,ACH-002189,most_freq
EGR2,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
EGR3,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,aNE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
EGR4,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE
EHBP1,NE,aNE,NE,NE,NE,NE,aNE,NE,NE,NE,NE,NE,aNE,NE,NE,aNE,NE,NE,NE,NE,NE,NE,aNE,NE,NE,NE,NE,aNE,NE,NE,NE
EHBP1L1,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE
EHD1,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
EHD2,NE,aNE,aNE,NE,NE,aNE,NE,NE,NE,NE,aNE,NE,aNE,aNE,NE,NE,aNE,NE,NE,aNE,aNE,aNE,NE,NE,aNE,NE,NE,NE,NE,NE,NE
EHD3,NE,NE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,NE,NE,aNE,NE,aNE,aNE,aNE,NE,NE,aNE,NE,aNE,NE,NE,aNE,NE,aNE,aNE,aNE
EHD4,NE,aNE,NE,NE,NE,aNE,NE,NE,NE,aNE,NE,NE,aNE,NE,aNE,NE,NE,NE,NE,NE,NE,aNE,NE,NE,aNE,NE,aNE,NE,aNE,NE,NE
EHF,NE,NE,NE,aNE,aNE,aNE,aNE,NE,NE,NE,NE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,NE,NE,aNE,NE,aNE,NE,aNE,NE,aNE
EHHADH,aNE,NE,aNE,aNE,NE,NE,aNE,NE,NE,aNE,NE,NE,NE,aNE,aNE,aNE,NE,aNE,NE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE
EHMT1,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE
EHMT2,aNE,aNE,aNE,aNE,aE,aNE,aNE,aNE,aE,aE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aE,aNE,aNE,aNE,aNE,aNE,aE,aNE,aE,aNE,aNE,aE,aNE
EID1,aNE,NE,aNE,aNE,NE,aNE,aNE,NE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,NE,NE,aNE,aNE,NE,NE,NE,aNE,aNE,NE,aNE,aNE,aNE
EID2,aNE,NE,aNE,aNE,aNE,NE,NE,aNE,NE,aNE,NE,aNE,NE,aNE,NE,aNE,NE,NE,aNE,aNE,NE,NE,NE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE
EID2B,NE,NE,aNE,NE,NE,aNE,NE,NE,NE,aNE,aNE,NE,NE,NE,NE,NE,aNE,NE,NE,aNE,NE,aNE,NE,NE,aNE,NE,NE,aNE,NE,NE,NE
EID3,aNE,NE,aNE,aNE,NE,NE,NE,NE,NE,NE,NE,aNE,NE,NE,aNE,NE,aNE,NE,NE,aNE,NE,aNE,NE,aNE,NE,NE,aNE,aNE,aNE,NE,NE
EIF1,E,aE,E,E,aE,E,E,E,aE,E,aE,E,E,E,E,E,aE,E,E,E,E,aE,E,E,E,E,aE,E,E,E,E
EIF1AD,E,E,E,E,E,E,E,E,E,aE,aE,E,E,E,E,E,E,aE,E,E,E,E,E,E,E,E,E,E,E,E,E
EIF1AX,E,aE,E,E,E,E,aE,aNE,E,E,E,E,E,aNE,E,,aNE,E,E,E,aE,aE,E,aE,E,aNE,E,aE,E,E,E
EIF1B,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,NE,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,aNE
EIF2A,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE
EIF2AK1,NE,NE,aNE,aNE,aNE,aNE,NE,NE,NE,NE,NE,NE,aNE,NE,NE,aNE,NE,aNE,NE,NE,NE,NE,NE,aNE,aNE,aNE,NE,aNE,aNE,NE,NE
EIF2AK2,NE,NE,NE,NE,NE,aNE,aNE,aNE,NE,aNE,NE,NE,aNE,NE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE
EIF2AK3,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
EIF2AK4,NE,NE,aNE,NE,aNE,aNE,aNE,NE,NE,aNE,aNE,aNE,NE,E,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,NE,NE,aNE,aE,aNE,NE,aNE,NE,aNE
EIF2B1,E,aE,aE,aE,E,aE,E,E,aE,E,aE,aE,E,aE,E,E,E,E,E,E,E,E,E,aE,aE,E,aE,E,E,E,E
EIF2B2,E,E,E,E,E,E,E,E,E,E,aE,E,aE,E,E,E,E,aE,E,E,E,E,E,E,E,E,E,E,E,E,E
EIF2B3,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,aE,E,E,E,E,E,aE,E,E,E,E,E,E,E,E,E
EIF2B4,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
EIF2B5,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,aE,E,E,E,E,E,E,E,E,E,E,E,E,E
EIF2D,NE,NE,aNE,NE,NE,NE,NE,NE,aNE,NE,aNE,aNE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,aNE,NE,NE,NE,aNE,NE,NE
EIF2S1,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
EIF2S2,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
EIF2S3,E,E,E,E,aE,E,E,E,aE,E,E,E,E,E,E,,E,E,aE,E,E,E,E,E,E,aE,aNE,E,E,E,E
EIF3A,E,E,E,E,E,E,E,E,aE,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
EIF3B,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
EIF3D,E,E,E,E,E,E,E,E,aE,aE,E,E,E,E,E,aE,E,E,aE,E,E,E,E,E,E,E,aNE,E,E,aE,E
EIF3E,E,E,E,E,E,E,E,aE,E,E,E,E,aE,E,E,E,E,E,aE,E,E,E,E,E,E,E,aE,E,aE,E,E
EIF3F,E,aE,E,E,E,E,E,E,E,E,E,E,aE,E,aE,E,E,E,aE,E,E,aE,E,E,E,E,aE,E,E,E,E
EIF3G,E,E,E,E,E,E,E,E,E,aE,E,E,E,E,E,E,E,E,E,E,aE,E,E,E,E,E,E,E,E,E,E
EIF3H,E,aE,E,aE,aE,aE,aNE,aNE,E,E,aE,aE,aE,aE,aE,E,aE,aNE,E,aE,E,aE,aE,E,E,aE,aE,aE,aE,aE,aE
EIF3I,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
EIF3J,aE,aNE,aE,aE,aE,aE,aE,aE,aNE,aE,aNE,aNE,aE,aNE,aE,aE,aE,aE,aE,aE,aE,aE,aE,aE,aE,aE,aE,aE,aE,aNE,aE
EIF3K,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
EIF3L,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
EIF3M,E,aE,E,E,aE,aE,aE,E,aE,aNE,E,aE,E,aE,aE,aE,E,E,aNE,E,E,aE,E,E,E,aE,aE,E,aE,E,E
EIF4A1,E,E,E,E,E,E,E,E,E,E,E,E,E,aE,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
EIF4A2,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE
EIF4A3,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
EIF4B,aE,aE,aE,aE,aE,aNE,E,aE,aE,E,aE,aE,aE,aE,aE,aE,aE,aE,aE,aNE,aE,aE,aE,aE,aE,aE,aE,aNE,aE,aE,aE
EIF4E,E,E,E,E,E,E,E,E,E,E,aE,E,E,aE,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
EIF4E1B,aNE,NE,NE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,aNE,NE,NE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE
EIF4E2,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE
EIF4E3,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,NE,aNE
EIF4EBP1,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE
EIF4EBP2,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
EIF4EBP3,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
EIF4ENIF1,aNE,NE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE
EIF4G1,E,aE,aE,E,E,E,aE,E,aNE,aE,aE,aE,aE,aNE,aE,E,aE,aE,E,aE,E,aE,aE,aE,aE,E,aE,aE,aE,aE,aE
EIF4G2,aE,aNE,aE,aE,aNE,aE,aE,aE,aNE,aE,aE,aE,aNE,aE,aE,E,aE,aE,aNE,aE,E,aE,aE,aNE,aE,aE,aE,E,E,aE,aE
EIF4G3,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,NE,NE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
EIF4H,aNE,aE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aE,aE,aNE,aNE,aNE,aNE,aNE,aE,aE,aNE,aNE,aNE,aNE,aNE
EIF5,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
EIF5A,aNE,aE,aNE,aNE,aE,aE,aNE,aE,aNE,aE,aE,aE,aNE,aNE,aNE,aE,aE,aNE,aE,aE,aNE,aE,aNE,aE,aNE,aE,aNE,aNE,aE,aE,aE
EIF5A2,NE,aNE,aNE,NE,NE,aNE,aNE,NE,aNE,NE,NE,NE,NE,NE,aNE,aNE,NE,NE,aNE,NE,NE,NE,aNE,NE,aNE,aNE,NE,NE,NE,NE,NE
EIF5AL1,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aE,aE,aNE,NE,aNE,aNE,aNE,aNE,aE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
EIF5B,aNE,aNE,aNE,aE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aE,aNE
EIF6,E,E,E,E,E,E,E,E,E,E,E,E,E,aE,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
EIPR1,aNE,aNE,aNE,aNE,aE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
ELAC1,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,NE,NE,NE,aNE,NE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,NE,NE,aNE
ELAC2,aE,E,aE,E,aE,E,aE,aE,aE,aE,aNE,aE,E,aNE,aE,aE,aE,aE,aE,aE,E,aE,aE,aE,aE,E,aE,E,E,aE,aE
ELANE,NE,aNE,aNE,aNE,aNE,NE,NE,NE,NE,aNE,NE,NE,NE,aNE,NE,aNE,aNE,aNE,NE,NE,aNE,NE,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
ELAPOR1,aNE,NE,NE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE
ELAPOR2,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE
ELAVL1,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
ELAVL2,aNE,aNE,NE,NE,NE,NE,aNE,NE,NE,aNE,NE,aNE,aNE,aNE,aNE,NE,NE,NE,aNE,aNE,aNE,NE,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
ELAVL3,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
ELAVL4,aNE,NE,NE,NE,aNE,NE,aNE,aNE,NE,NE,aNE,aNE,aNE,NE,aNE,aNE,NE,NE,aNE,NE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE
ELF1,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
ELF2,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
ELF3,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,NE,aNE,NE,aNE,aNE,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE
ELF4,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,NE,NE,,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE
ELF5,aNE,aNE,NE,aNE,NE,NE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,NE,aNE,NE,aNE,NE,NE,aNE,aNE,aNE,aNE
ELFN1,aNE,aNE,aNE,NE,NE,aNE,NE,aNE,aNE,aNE,aNE,NE,NE,aNE,NE,aNE,NE,aNE,NE,NE,NE,NE,NE,aNE,aNE,NE,NE,aNE,NE,aNE,aNE
ELFN2,aNE,NE,NE,aNE,NE,NE,NE,aNE,NE,NE,aNE,NE,aNE,NE,aNE,NE,NE,NE,NE,aNE,aNE,NE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE
ELK1,aNE,NE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,,NE,NE,NE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE
ELK3,NE,NE,NE,aNE,aNE,NE,NE,aNE,NE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,aNE,NE,NE,aNE,NE,aNE,NE,aNE
ELK4,NE,NE,NE,aNE,NE,NE,NE,NE,NE,aNE,aNE,aNE,aNE,NE,NE,NE,NE,NE,aNE,NE,aNE,aNE,aNE,NE,NE,NE,NE,NE,aNE,NE,NE
ELL,aNE,E,E,E,E,E,E,E,E,E,E,E,E,E,aNE,aE,E,E,E,E,aE,E,E,aNE,E,aE,E,aE,E,E,E
ELL2,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE
ELL3,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
ELMO1,NE,NE,NE,NE,NE,aNE,aNE,NE,NE,NE,NE,NE,NE,NE,aNE,NE,NE,NE,aNE,NE,NE,aNE,NE,aNE,aNE,NE,NE,NE,aNE,NE,NE
ELMO2,aNE,aNE,aE,aNE,aE,aNE,aNE,aNE,aNE,aNE,aNE,aE,aE,aNE,aE,aNE,aNE,aE,aE,aNE,aE,aNE,aNE,aE,aNE,aNE,aNE,aE,aE,aNE,aNE
ELMO3,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE,NE,aNE,aNE,NE,aNE,NE,NE,NE,aNE,aNE,NE,NE,aNE,aNE,aNE,NE,NE,aNE
ELMOD1,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE
ELMOD2,aNE,aNE,aNE,NE,NE,NE,NE,aNE,aNE,aNE,aNE,NE,NE,NE,NE,NE,aNE,NE,aNE,aNE,NE,NE,NE,NE,aNE,NE,NE,NE,aNE,aNE,NE
ELMOD3,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
ELN,NE,NE,NE,aNE,aNE,NE,NE,aNE,NE,aNE,aNE,aNE,aNE,NE,NE,aNE,NE,aNE,aNE,NE,NE,NE,NE,NE,NE,aNE,aNE,aNE,NE,NE,NE
ELOA,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aE,aNE,aE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,NE,aNE,NE,aNE,aNE,NE,aNE,aNE
ELOA2,aNE,aNE,NE,NE,NE,aNE,NE,NE,NE,NE,NE,NE,NE,aNE,NE,NE,aNE,aNE,aNE,NE,aNE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
ELOB,aE,E,E,aE,aNE,E,aE,aE,aE,E,aE,aE,aE,aE,E,aE,aNE,E,NE,E,aE,E,aE,E,E,E,aE,E,E,aE,aE
ELOC,E,E,aE,E,E,aE,E,E,aE,aE,aE,E,aE,E,E,E,aE,E,E,aE,aE,E,E,E,aE,E,aE,E,E,E,E
ELOF1,aNE,aNE,aNE,aE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aE,aNE,aNE
ELOVL1,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
ELOVL2,NE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
ELOVL3,NE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,NE,NE,aNE
ELOVL4,NE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,NE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
ELOVL5,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,aNE,NE,NE,aNE,aNE,aNE,NE,NE,aNE,NE,NE,NE,NE,aNE,NE,NE
ELOVL6,NE,NE,NE,NE,NE,NE,NE,NE,aNE,aNE,NE,aNE,aNE,NE,NE,NE,aNE,aNE,NE,NE,aNE,aNE,NE,NE,NE,NE,NE,NE,NE,NE,NE
ELOVL7,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,aNE,aNE,NE,NE,NE,NE,NE,NE
ELP1,aE,aE,aE,aNE,aE,aE,aE,aE,aNE,aE,aE,aE,aE,aE,aE,aE,aE,aE,aE,aE,aNE,aE,aNE,E,aE,aE,aE,aE,E,aE,aE
ELP2,aE,aNE,aNE,aE,aE,aE,aE,aE,aNE,aE,aE,aNE,aE,aE,aE,aE,aE,aE,aE,aE,aNE,aE,aNE,aE,aE,aE,aE,aE,aE,aE,aE
ELP3,aE,aE,aE,aE,aE,aE,aE,E,aE,aNE,aE,aE,aE,E,aE,E,aE,aE,E,aE,aE,aE,aE,aE,E,E,aE,E,aE,aE,aE
ELP4,aE,aNE,aE,aE,aNE,aE,aNE,aE,aNE,aNE,aNE,aE,aNE,aE,aE,aNE,aNE,aNE,aE,aE,aNE,aNE,aNE,aE,aE,aNE,aNE,aE,aE,aE,aE
ELP5,aE,E,E,aE,aE,E,aE,E,E,E,aE,aE,aE,aE,aE,aE,E,aE,E,E,aE,aE,aNE,E,aE,aE,E,aE,E,E,aE
ELP6,aE,aE,aE,aE,aE,aE,aE,aE,aNE,E,aE,aNE,aE,aE,aE,aE,E,aE,aE,aE,aNE,aE,aE,aE,aE,aE,E,aE,E,aE,aE
ELSPBP1,NE,aNE,NE,aNE,NE,aNE,NE,aNE,NE,NE,NE,NE,aNE,NE,NE,NE,NE,NE,aNE,aNE,NE,NE,NE,NE,NE,aNE,NE,NE,NE,NE,NE
EMB,aNE,NE,NE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,NE,NE,aNE,aNE,NE,NE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE
EMC1,aNE,aE,aNE,aNE,aE,aE,E,aNE,aNE,aE,aNE,aE,aE,aNE,aE,aE,E,aE,aE,aE,aNE,aNE,aNE,aE,aNE,aE,aE,aE,aNE,aE,aE
EMC10,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE,NE,aNE,aNE,NE,NE,NE,NE,aNE
EMC2,aNE,aNE,aNE,aNE,aE,aNE,aE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aE,aE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aE,aNE,aNE,aNE,aNE
EMC3,aE,aE,aNE,aNE,aE,E,E,aE,aE,aE,aE,aE,aNE,aE,aE,aE,E,aE,aE,aE,aE,aE,aNE,aE,aE,aNE,aE,aE,aNE,aE,aE
EMC4,aNE,aNE,aNE,aNE,aNE,aE,E,aNE,aNE,aNE,aE,aNE,aE,aNE,aNE,aNE,aE,aE,aE,aNE,aE,aNE,aNE,aE,aNE,aNE,aE,aE,aNE,aNE,aNE
EMC6,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aE,aNE,aNE,NE,aNE
EMC7,aNE,aE,aNE,aNE,aE,E,E,aE,aE,aE,aE,aE,aE,aNE,aE,E,E,E,E,E,aE,E,aNE,E,aE,E,E,aE,aE,aE,aE
EMC8,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
EMC9,NE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,NE,NE,aNE,aNE,aNE,NE,aNE,NE,NE,NE,NE,aNE,aNE,NE,aNE,aNE,NE,NE,aNE,aNE,aNE
